video_name,rating-indoor,rating-expanse,rating-object,rating-agent_distance,rating-facingness,rating-joint_action,rating-communication,rating-valence,rating-arousal,stimulus_set,captions
flickr-1-0-3-5-1-1-0-6-2810351106_1.mp4,1,0.05,1.0,0.175,0.7,0.6136363636363636,0.65,0.875,0.5833333333333334,train,"['two toddlers with one with a feather brush tickling the other toddler with it.', 'a baby is tickling another baby with a large brush', 'A child is waving a yellow fluffy duster to amuse a baby in a highchair.', 'todler touches baby head with duster', 'Playing ', 'One toddler tickles another with a feather duster']"
flickr-1-1-2-0-2-4-6-6-7211202466_8.mp4,0,0.55,0.55,0.5681818181818182,0.2,0.4166666666666667,0.6875,0.775,0.5,test,"['A man and a woman hiking with 3 dogs.', 'A man and a woman holding a lead are walking in the foreground with some dogs in the background.', 'A man and a women hiking with 3 dogs behind them', 'A couple hiking with some dogs', 'Two people are out for a walk in the woods with either their own dogs or they have passed some dogs whilst out walking.', 'A man and a woman are walking dogs in the forest.']"
flickr-1-6-4-12557575164_3.mp4,0,0.275,0.825,0.125,0.3,0.6,0.825,0.85,0.3,train,"['An asian man and daughter on a rail track.', 'A parent and their child are riding a cart on a track together, smiling and posing for the camera.', 'Man and girl travelling on railcart.', 'A man and a small girl on a cart that is being pulled on a small track line.', 'The girl smiles at the van as they are moved along the track.']"
flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4,1,0.15,1.0,0.025,0.025,0.7777777777777778,0.775,0.925,0.0833333333333333,train,"['A man is reading to a baby. ', 'A father is sitting with his child in front, on his lap, as they read a story book together', 'A father is reading to his baby, who is pointing out things in the book, while he is on his knee. ', 'a man sits on a sofa reading a book with an infant child sat on his lap pointing at the pages', 'father reading to a young baby']"
flickr-1-9-7-9-4-8-8-5-5319794885_45.mp4,1,0.6,0.975,0.525,0.4772727272727273,0.45,0.3863636363636363,0.475,0.225,train,"['A cook preparing a meal.', 'two men working while sparks fly in the background', 'One man picks up a pot and carries it across the kitchen as another man walks past him looking at him.', 'Two guys work in a kitchen with a big flame in the background.', 'Two people in a kitchen and one of them is carrying a silver pot.']"
flickr-2-0-5-7-0-2-3-3-4720570233_26.mp4,1,0.2291666666666666,0.975,0.3,0.2,0.4318181818181818,0.7,0.6,0.375,test,"['one man is frosting cupcakes while the other man is watching and paying attention', 'A man decorates a baked good while another watches.', 'looks like a chef is showing a student on how to decorate the pastries .', 'Fast worker puts topping on small cakes in a kitchen, with someone paying close attention.', 'Looks like someone trying to bake & beening shown how to do it.']"
flickr-2-1-6-6-7-1-1-2-16621667112_15.mp4,1,0.275,0.9,0.25,0.0227272727272727,0.6590909090909091,1.0,0.425,0.075,test,"['Two men looking at a computer screen with one man pointing something out to the other', 'Two men are looking at a computer.', 'One man sitting at a computer while another man behind him points something out to him on the monitor.', 'two men looking at a computer screen and one man pointing something out', 'a guy teaching and showing another guy something on a computer ']"
flickr-2-2-8-4-6-0-2-0-8222846020_11.mp4,1,0.45,0.05,0.45,1.0,0.25,1.0,0.475,0.075,train,"['A man is explaining something to another man right in front of him.', 'Two young men talk to each other in front of a door, while standing a few feet apart.', 'Man speaking to woman in front of door.', 'Two people stand facing each other while one talks to the other', 'One man speaks to another man.']"
flickr-2-3-8-6-9-3-6-0-2823869360_23.mp4,1,0.15,1.0,0.35,0.95,0.45,0.675,0.725,0.725,test,"['Two babies are playing with Tupperware inside a drawer', 'Two babies are standing on opposite sides of an open drawer and playing with the plastic containers that are stored inside the drawer.', 'Two toddlers playing with a kitchen drawer full of Tupperware.', 'Two babies are playing in a kitchen drawer happily banging around Tupperware.', 'two toddlers having fun playing and banging around in the tupperware drawer']"
flickr-2-8-2-7-7-6-8-9-3028277689_11.mp4,1,0.125,0.2,0.0,0.8,0.6,0.8,0.85,0.325,train,"['A boy plays with a babies arms whilst the baby is resting.', 'child playing with a baby', 'One older child is holding the younger child by there hands and putting them together', ""An older brother is trying to play pattie cake with his little baby sister who's seated in her safety seat."", 'Siblings interact playfully with each other.']"
flickr-3-2-7-8-3-1-4-7-16232783147_5.mp4,1,0.025,0.025,0.05,1.0,0.8409090909090909,0.925,0.925,0.375,train,"['A woman is playing with a baby who is laughing.', 'A mother playing with her baby, making him laugh.', 'There is a woman playing with a baby - she smiles then makes a repetitive sound and moves her head forward three times while the baby laughs at her.', 'cute child laughing at mommy', 'A mother makes silly noises/faces to amuse her child.', 'A mother playing with her baby', 'A lady seems to be pulling faces at a baby in front of her who responds with smiles and laughter.']"
flickr-3-3-2-8-3-2-3-7-2833283237_47.mp4,1,0.125,0.775,0.15,0.1,0.5,0.475,0.35,0.55,train,"[""a boy is trying to brush a dog's teeth while a woman films it"", 'A boy washes a dogs teeth while a woman looks on', 'A young women seems to be enjoying that the boy is trying to brush the teeth of the dog.', 'A boy attempts to clean the dogs teeth whilst his mother leans forwards giving encouragement', 'Playing around like idiots trying to brush the dogs teeth']"
flickr-3-5-1-9-5-7-1-6-5535195716_54.mp4,1,0.05,1.0,0.125,0.8,0.35,0.65,0.725,0.375,train,"['2 children in the bath', 'Two young children in a bubble bath together playing with toys and the younger child is chewing on a toy.', 'Two babies in a bathing tub playing with the dolls.', 'The two boys are playing with the toys in the bathtub. ', 'Two small children are sitting in a bubble bath facing each other and they are playing with plastic bath toys']"
flickr-4-0-4-9-3-3-4-4-15540493344_49.mp4,1,0.325,1.0,0.425,0.025,0.85,0.675,0.65,0.2954545454545455,train,"['A man and a child play violins together in a living room.', 'Father and son playing their violins together.', 'The kid and the adult are playing violin ', 'An adult and a child, each with a Violin are playing in tune.', 'Playing the violin']"
flickr-4-1-6-2-6-0-0-0-23041626000_1.mp4,1,0.15,0.4,0.1,0.875,0.55,0.95,0.825,0.375,train,"['A old lady is making silly faces to a baby.', ""An elderly woman who is tickling a baby's stomach playfully."", 'an old lady is cheerfully tickling her grandchild while laughing and having some fun, and also doing some tidying up at the same time.', 'A woman is enjoying interaction with a baby and enjoys occasionally tickling him.', 'An older woman tickles a baby.']"
flickr-4-1-7-8-1-9-6-2-3941781962_7.mp4,1,0.15,0.925,0.2,0.1,0.475,0.625,0.525,0.4,train,"['therparist set up little block for her patient to practise walking', 'A lady being measured for aerobic athleticism. ', 'A woman with a knee injury trying to achieve some leg lifting.', 'A woman is learning to walk again after an injury.', 'Two women are doing a task in front of the mirror, the woman in red is adjusting some blocks and the woman in black is stepping over them.', 'one woman fitting a monitor on another woman before excercising']"
flickr-4-2-6-5-6-4-7-1-5442656471_12.mp4,1,0.15,0.8,0.075,0.4,0.55,0.675,0.7,0.325,train,"['A baby is playing with toy cars as the grown up watches.', ""An adult and toddler behind a child's table donned with crayons."", 'a dad is happily playing with his child, wanting to spend some quality time together.', 'The child is playing with a car with, what seems to be his father, then gets down from the table, supported by his father', 'A child is playing witha car on a table with, what appears, to be his father, and then the child gets down from the table supported by his father. ', 'A man, presumably a father, helps a child get down from a table.']"
flickr-4-7-1-4-7-6-4-0-2447147640_28.mp4,1,0.25,0.35,0.35,0.275,0.325,0.9,0.65,0.25,test,"['Two women deciding what to eat first.', ""Two females at a restaurant, one in chef's attire another in a black crop top."", ""a restaurant staff explains what food has been cooked for tonight's dinner menu, while the chef proudly stands by."", 'A woman appears to be being supervised whilst cooking, seems to be unsure of what to do, and looks for guidance from the woman supervising.', 'Two women discuss some food dishes.']"
flickr-4-7-7-6-8-6-8-3-10147768683_30.mp4,0,0.525,0.5,0.3,0.15,0.525,0.825,0.625,0.3,train,"['two men are walking through bushes in the mountains', 'It is a man and a woman who appear to be hiking in a forest', '2 hikers walking up a path in mountain area.', 'Two middle aged backpackers - possibly a couple clamber out of some foliage below the pine forest, up in the mountains.', 'climbing up the mountain helping each other by the climb']"
flickr-4-8-3-9-9-3-0-9-6748399309_20.mp4,0,0.35,0.9,0.3181818181818182,0.975,0.6111111111111112,0.8541666666666667,0.7,0.6136363636363636,train,"['A child in skiing gear being propped up by an adult and released to move down the hill slightly', 'An adult and child facing each other while skiing on snow and the child is balancing without poles. ', 'A young boy doing ice skating with a help of an adult.', 'The man is helping the child stand up on their skis and not fall. ', 'An adult in ski gear and with ski poles has a small child in front of them that they are trying to give instruction to']"
flickr-4-9-9-9-8-3-1-6-25549998316_29.mp4,1,0.125,0.975,0.075,0.1363636363636363,0.825,0.975,0.875,0.25,train,"['a man and a young girl playing cards.', 'a child and adult are placing cards on a table, they are smiling and talking to each other', 'A male adult and a youg girl playing a fun game of snap together.', 'A father and his daughter playing cards together, both seem happy.', 'a guy and a girl playing cards']"
flickr-5-0-2-0-2-2-2-2-2450202222_18.mp4,1,0.25,0.975,0.0909090909090909,0.075,0.0555555555555555,0.3541666666666666,0.75,0.3636363636363637,train,"['Two babies laying on the floor and looking up playing with toys.', 'Tho babies are playing while laying on a playmat.', 'Babies playing with toys.', 'Two babies laying on their back on a mat playing with toys.', 'Two babies lying under a mobile toy.']"
flickr-5-2-4-7-4-1-5-5-6952474155_71.mp4,1,0.35,1.0,0.4772727272727273,0.7,0.7222222222222222,0.8125,0.75,0.6136363636363636,test,"['Two people on a stage, one is singing and one is playing the guitar', 'Two members of a band (a guitar player and a singer) performing a song.', 'A singer and guitarist on stage. ', 'A man is sitting and playing an acoustic guitar and a woman is standing and singing into a mic.', 'two people on stage singing and playing guitar ']"
flickr-5-3-3-2-7-2-4-7-3053327247_9.mp4,1,0.4,1.0,0.2,0.1818181818181818,0.875,0.4499999999999999,0.75,0.6363636363636364,train,"['Two drummers beat in rhythm together', 'Two boys are practicing their drumming, one of the boys is more enthusiastic than the other.', '2 men playing the drums together', 'Two boys both playing the drums on stage, enjoying the beat.', 'two people playing drums, one is older adult and one appears to be a teen', 'students in a music class or a concert', 'Two men banging on drums', 'Two young men playing drums together.', 'Two black teens are drumming', 'Two men are playing the drums simultaneously ', 'Two black guys playing drums']"
flickr-5-4-8-7-2-0-2-6-2454872026_5.mp4,1,0.4,0.1,0.25,0.375,0.575,0.575,0.775,0.525,train,"['Two kids are dancing around in their lounge. ', 'Two children, an older girl and younger boy are both dancing and enjoying doing so.', 'A young girl and boy are dancing happily in their living room. ', 'A girl and a boy bounce around a room to music (presumably)', 'small girl and younger boy dancing']"
flickr-5-5-5-1-2-1-2-0-2755512120_95.mp4,1,0.175,0.125,0.225,0.675,0.6363636363636364,0.8181818181818182,0.325,0.575,train,"['Two small boys reach for each other as they sit next to each other apparently at a table while eating.', 'Two young brothers fooling around at the kitchen table.', ""The boy is holding the other kid's arm"", 'Two children, about one year olds, playing with each other.', 'playfighting']"
flickr-5-7-2-8-0-0-7-2-3957280072_16.mp4,1,0.15,1.0,0.2,0.0,0.825,0.675,0.575,0.45,test,"['Two men playing the guitar and one of them singing.', 'It is two people playing guitars and singing.', 'Two men are playing guitars and at least one is singing.', 'A man singing and playing a guitar', 'Two guys playing guitar while one of them sings', 'Two men are sitting side by side playing guitars and one is singing into a microphone. They look like they are in a band together playing a song for an audience.', 'Two men are playing guitars and one of them is singing.']"
flickr-6-2-2-9-2-0-1-2-5362292012_12.mp4,1,0.275,1.0,0.25,0.875,0.675,0.6590909090909092,0.925,0.375,train,"['An older child blows a balloon to entertain a baby.', 'Big kid blows up balloon while small one laughs.', 'A small child is blowing up a red balloon while a baby looks on giggling at what he sees.', 'Two children blowing up a balloon on the floor.', 'A toddler boy blows air into a red balloon while a baby looks on laughing. ']"
flickr-7-3-3-1-0-7-1-8-2773310718_8.mp4,0,0.55,1.0,0.475,0.0227272727272727,0.15,0.3,0.65,0.2,test,"['A man fishing and unwiding his fishing rod while a boy stands and watches', 'A man using a fishing pole and spinning it.', 'A person holding a fishing rod and reeling it in.', 'A young man is fishing along the edge of a lake.', 'The man is fishing. ']"
flickr-7-4-1-1-3-9-5-4-8274113954_15.mp4,1,0.175,0.125,0.075,0.25,0.9545454545454546,0.775,0.75,0.175,train,"['A man walking with an infant.', 'a father holds hands with their child as they walk', ""An adult is holding a toddler's hand and they are walking towards the camera."", ""A father holds his young kid's hand while helping him walk."", 'A man is walking a toddler across a room holding him by the hand.']"
flickr-7-7-0-5-0-7-0-9-4177050709_33.mp4,1,0.15,0.9772727272727272,0.125,0.1,0.5,0.825,0.45,0.225,train,"['A man and woman are in the kitchen, the man goes to help the lady with some preparation', 'The couple is cooking', 'A woman is cooking and signals to the nearby male to do an action which I think is to pick up a dish, which he quickly does. ', 'A woman is in a kitchen and about to carve a chicken and the man watching her, puts a bottle down and goes to help her.', 'Woman and man in a kitchen with food, the man puts his bottle of beer down.']"
flickr-7-7-6-9-8-7-4-3-6077698743_33.mp4,0,0.275,1.0,0.0,0.0,0.825,0.65,0.775,0.2,train,"['A woman and a boy are sitting in the water playing. ', 'A mother and child are both sat on the floor of a waterpark or water feature, both are actively engaging with one another.', 'A woman is sitting with her toddler at the swimming pool, while he plays with bucket. ', 'A woman and a young child wearing bathing costumes and swimming caps sit on the edge of an outdoor pool filled with fountains', 'mother playing with child in water']"
flickr-7-8-3-9-5-6-9-1-3078395691_54.mp4,1,0.325,0.05,0.225,0.4318181818181818,0.35,0.5681818181818181,0.9,0.225,train,"['two babies sitting on a carpet.', 'two babies sat and laughing at a toy being waved off camera to their right', 'Two young babies giggling and finding the world funny at Christmas time.', 'Two babies sat next to each other, both laughing', ""two babies sitting down, one looks like it's laughing""]"
flickr-7-8-4-4-1-9-1-7-2878441917_1.mp4,1,0.275,1.0,0.55,0.025,0.9,0.4,0.65,0.625,test,"['Two people playing musical instruments together.', 'Men are playing in a band.', 'Two men are playing different sets of drums, with one sitting down and one standing up swaying to the rhythm.', 'Two band players playing the drums.', 'Two men are playing drums, one is standing a singing simultaneously, whereas the other is seated. ']"
flickr-7-8-5-0-9-0-9-0-4078509090_12.mp4,1,0.025,0.5208333333333334,0.0,0.125,0.85,0.625,0.575,0.25,train,"['this looks like a mother feeding her baby some food during their meal.', 'a mum is trying to get her baby to eat something off her finger', 'A wriggly, young child is being comforted by an adult.', 'woman feeding baby', 'Feeding a baby', 'I mum feeds her toddler some food directly from her finger']"
flickr-7-9-6-9-9-2-6-7-5479699267_3.mp4,0,0.35,0.95,0.3,0.0,0.6363636363636364,0.15,0.6944444444444444,0.075,test,"['a man in a red shirt is pulling a buggy with a child inside it', 'A man backs up while holding a stroller with a child in it.', 'A young man is seen walking  with a baby in a stroller in the a neighborhood.', 'A man with a heavy looking sports trike pram, witha one year old strapped in sitting up.', 'Father taking is child for a walk in is pram.']"
flickr-8-3-1-6897055831_10.mp4,1,0.175,0.96875,0.275,0.8863636363636364,0.8409090909090909,0.8863636363636364,0.675,0.2,test,"['the man is pointing to words on a book while the child reads it aloud', 'A person points out words in a book while a young child looks on.', 'a young boy is teaching another boy how to read.', 'A reading test with an adult pointing put the words to a boy.', 'Child beening taught to read']"
flickr-8-4-2-6-5-3-9-1-9784265391_7.mp4,1,0.025,0.675,0.025,0.05,0.5,0.6,0.575,0.325,train,"['A woman playing with a infant.', 'a mother holds their baby as they cry', 'A woman is holding a baby on her lap and the baby is sucking on her hand.', 'A mother wipes off her young son.', 'A woman holding a baby who then vomits so she catches the vomit with the blanket in her right hand.']"
flickr-8-7-2-6-6-0-0-8-3387266008_18.mp4,1,0.35,0.875,0.325,0.025,0.125,0.0749999999999999,0.45,0.2272727272727273,train,"['An older sibling in the bathtub with a younger sibling outside the tub', 'A little girl is taking her bath while her baby brother plays with the shelf.', 'little girl in the bath while her even younger brother is looking through toiletries ', 'Two children in the bathroom, the older one in the bath and the baby playing with something on the shelves.', 'two children in the bathroom, one older in the bathtub and a younger child outside of the bathtub', 'two kids playing in the bathroom while one is in the tub ', 'A toddler bathes while a baby plays with bathroom supplies', 'Two babies or toddlers are in a bathroom; one bathes while the other examines something in an adjacent shelf.', 'Young girl in a bath in the background, and a baby with a dummy looking at items on a shelf', 'A child is in the bath and their baby sibling is rifling through the cabinets adjacent.', 'Two kids in the bathroom']"
flickr-8-9-7-9-5-0-4-1-6189795041_19.mp4,0,0.575,0.975,0.775,0.05,0.075,0.275,0.25,0.475,train,"['An individual fixing up shopping carts.', 'Two people are outdoors in a field, one is standing on a quadbike while the other appears to hit a trolley with a large hammer.', 'A man is standing above some beat up looking supermarket trolleys. He has some type of hammer or device and seems to be making smashing motions on the trolleys. Another man in a type of vehicle is standing on it and watching from behind. ', 'Man that is about to destroy/dismantle a shopping cart with a steel hammer', 'one man hitting some metal with a hammer, man in the back looking on']"
flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4,1,0.2,0.925,0.025,0.0,0.575,0.875,0.675,0.275,test,"['A child speaking into a microphone', 'A young male child sining into a handheld microphone while an adult female standing behind is pointing at an open book before retracting their hand.', 'A boy holding a microphone and an adult beside him.', 'The boy is using the microphone as the woman watches behind him. ', 'An adult female is sitting behind a young male who has a microphone in his hand up to his mouth']"
flickr-9-3-2-2-7-4-6-7-4593227467_2.mp4,0,0.525,0.375,0.2,0.0681818181818181,0.3333333333333333,0.3249999999999999,0.45,0.4722222222222222,test,"['Two guys are walking down a step of dropping/uneven stone floors.', 'Two boys are walking next to a large rock. One of the boys repeatedly touches the rock as he walks next to it.', 'Two young men walking over rocks.', 'two men walk along some rocks trying to keep their balance.', 'Two boys hike through a jungle path.']"
flickr-9-6-7-8-7-6-4-6-2496787646_9.mp4,1,0.05,0.925,0.0,0.0227272727272727,0.4772727272727273,0.35,0.7,0.25,train,"['An adult is holding a baby who is waving around two plastic cups', 'A woman holding a baby who is playing with a cup', ""A baby, sitting on its mother's knee, banging a plastic cup and lid together, while the mother looks ahead."", 'A baby banging cups together, being held by an adult who is facing the baby away from them', 'woman with an inquisitive baby']"
flickr-9-7-4-6-7-4-5-2-2597467452_51.mp4,0,0.1,0.925,0.0,0.2,0.9166666666666666,0.7708333333333334,0.575,0.3409090909090909,train,"['Mom cautiously feeds her baby some water', 'A mum holding a bottle of water and the baby drinking out of the water bottle.', 'A mother feeding her child some water.', 'A mother is giving her baby some water from a bottle.', 'A woman is helping a baby take a drink from a water bottle.', 'mother feeding water to baby from water bottle']"
flickr_R-1-2-8-9-1-4-3-5-4212891435_36.mp4,1,0.15,0.975,0.275,0.0,0.2272727272727273,0.05,0.6,0.075,train,"['Two children reading.', 'Two children in dressing gowns are sat on the floor, they appear to be playing with books.', 'Two young children are on the floor. One is a young boy at the front who appears to be engrossed in some type of toy or game on the ground. The other is a younger girl who is holding a book upside down and opening some pages. Neither communicate with each other.', 'Brother and Sister busy looking at books', '2 kids playing whilst one is looking at a book on the floor']"
giphy-10TNZYlPEDFR3a_3.mp4,1,0.3,0.275,0.375,0.75,0.7272727272727273,0.7,0.8611111111111112,0.5,train,"['there are two toddlers laughing one one is moving their hands in a expressive manner.', 'a child is flapping his arms while another child is laughing', 'A young child appears to be laughing as he is playing with another young child.', 'too toddlers having fun', 'Children laughing and playing ', 'Two children laugh with one waving their arms']"
giphy-5gH28DhukBKlq_2.mp4,1,0.375,0.925,0.45,0.0454545454545454,0.0555555555555555,0.1999999999999999,0.575,0.2777777777777778,train,"['A woman bowls while keeping one arm strangely straight.', 'Lady throws a bowling ball while man watches.', 'A woman is throwing a bowling ball while a man stands by watching her.', 'Two people in a bowling alley, one of which is learning how to bowl.', 'A woman throws a balling ball down the lane whilst a man stands nearby watching. ']"
gvztLkrmEIg_137.mp4,1,0.5,1.0,0.275,0.0,0.55,0.3249999999999999,0.7,0.4545454545454545,train,"['Two children using plastic chairs to help them ice skate and one falls over forwards', 'Two small children both pushing their own ice-skating trainer on ice.', 'Children pushing plastic chairs across some ice or snow.', 'Two kids are ice skating and both are using a beginner handheld assist tool in front of them.', 'two small children skating on the ice using aids']"
